Channel Title,Channel Username,ID,Message,Date,Media Path
CheMed,@CheMed123,97,"⚠️Notice!
Dear esteemed customers,
Due to four-day motorbike movement restrictions, we have limited our services to matchmaking,drug information, and medical consultation only.

N.B. 
🔅We will make deliveries for those for whom the medications are urgent.
🔅You can book deliveries starting from Monday, February 13, 2023",2023-02-10 12:23:06+00:00,photos\@CheMed123_97.jpg
CheMed,@CheMed123,96,"Mela-One በውስጡ ሆርሞን ያለው ድንገተኛ ወሊድ መቆጣጠርያ ሲሆን ያለመከላከያ የተደረገ የግብረስጋ ግንኙነት ሲኖር በ72 ሰዓታት ወስጥ መወሰድ ይኖርበታል።

📌ከChe-Med ለማዘዝ፡ 
በቴሌግራም ግሩፓችን- t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይዘዙን።",2023-02-02 08:58:52+00:00,photos\@CheMed123_96.jpg
CheMed,@CheMed123,95,"አዚትሮማይሲን በሃኪም መድሃኒት ማዘዣ ከሚታዘዙ አንቲባዮቲኮች አንዱ ሲሆን በርከት ያሉ ባክቴርያዎችን ይገላል።

በቀን አንዴ ለ3 ቀናት ምግብ ከመብላታችን 1 ሰዓት ቀደም ብሎ ወይንም ከበላን ከ 2 ሰዓት በኋላ መወሰድ ይኖርበታል።

📌የሃኪም ማዘዣ ካልዎት 
በቴሌግራም ግሩፓችን-t.me/CheMeds
ዌብሳይት- www.chemeds.org
ይላኩልን።",2023-02-01 08:59:37+00:00,photos\@CheMed123_95.jpg
CheMed,@CheMed123,94,"Che-Med Trivia #3

ምግብና መጠጦች አንዳንድ መድሃኒቶች በደንብ እንዳይሰሩ ሊያደርጉ ይችላሉ። በዚህ ሁኔታ እነዚህን መድሃኒቶች ምግብ ከወሰድን ከ1 ሰዓት እስከ 2 ሰዓት ባለ ጊዜ ውስጥ መውሰድ ያስፈልግዎታል።

ከነዚህም ወስጥ የእንቅርት መድሃኒቶች፣Omeprazole፣Sildenafil(Viagra)፣Captopril እና Ampicillin ይጠቀሳሉ።

መድሃኒትዎ ከምግብ ጋር ያለውን አወሳሰድ እርግጠኛ ካልሆኑ ሃኪምዎን ወይም ፋርማሲስትዎን ያማክሩ።",2023-01-31 09:19:53+00:00,photos\@CheMed123_94.jpg
CheMed,@CheMed123,93,"Che-Med Trivia #2

እንደ Ciprofloxacin, Doxycycline, Levothyroxine, Iron supplement ያሉ መድሃኒቶችን ከወተት እና ከወተት ተዋፅዖዎች ጋር እንዲሁም ከእንቁላል ጋር መውሰድ መድሃኒቶቹ በሰውነታችን የሚፈለገውን ስራ እንዳይሰሩ ያደርጋቸዋል።

ይህም በወተት ተዋጽኦዎች ውስጥ ያለው ካልሲየም እነዚህ መድሃኒቶች በሰውታችን ወስጥ እንዳይዋህዱ ጣልቃ ስለሚገባ ነው።",2023-01-30 09:45:25+00:00,photos\@CheMed123_93.jpg
CheMed,@CheMed123,92,"You can get our services at:
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Our website: www.chemeds.org",2023-01-27 07:18:40+00:00,photos\@CheMed123_92.jpg
CheMed,@CheMed123,91,"Che-Med Trivia #1
The U.S. pharmaceutical industry is the largest in the world, making up about 40% of the worldwide drug development, manufacturing, and revenue generation. And half of the world’s top 10 pharmaceutical companies are in America, including the headquarters for Johnson & Johnson, Pfizer, Merck and Co., AbbVie, Eli Lilly and Co., and Abbott Laboratories. In fact, Johnson & Johnson’s revenue alone reached $82.6 billion in 2020.",2023-01-26 18:27:53+00:00,photos\@CheMed123_91.jpg
CheMed,@CheMed123,90,"CVS Daytime & Nighttime Cold and Flu Relief

ለሰሞኑ ጉንፋን ማስታገሻ በአንደኝነት ተመራጭ የሆነውን CVS Daytime & Nighttime Cold and Flu Relief Che-Med ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Our website: www.chemeds.org

Che-Med is the best way to find your meds!",2023-01-23 10:39:20+00:00,photos\@CheMed123_90.jpg
CheMed,@CheMed123,89,"🟠ለናንተ ለደምበኞቻችን ይሆናሉ ያልናቸዉን ምርጥ ቫይታሚንና ሰፕልመንቶች እነሆ!!

አጭር የTiktok ቪዲዮአችንን በመመልከት ግንዛቤዎን ይጨምሩ።
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMYJHUVde/

የTiktok ቻናላችንን Like እና Follow ያድርጉ።",2023-01-17 19:10:57+00:00,photos\@CheMed123_89.mp4
CheMed,@CheMed123,88,"🌞Sundown Cinnamon!
Supports sugar metabolism.

Che-Med Sundown Cinnamon Supplement Product ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med is the best way to find your meds!",2023-01-17 08:43:12+00:00,photos\@CheMed123_88.jpg
CheMed,@CheMed123,87,"📻Che-Med held fruit-bearing discussion at ሳይበርኛ radio program on Fana 98.1FM about digital health care and privacy and security of E-commerce.

We discussed in details current trends in digital healthcare, It's benefits, challenges, and opportunities.

You can listen to us at 08:00PM tonight and increase your understanding about the current activities of digital health care and its future.

Che-Med",2023-01-16 13:41:35+00:00,photos\@CheMed123_87.jpg
CheMed,@CheMed123,86,"🔵Get GOFEN from Che-Med!

Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Website: www.chemeds.org

Che-Med the best way to find your meds!",2023-01-16 10:13:42+00:00,photos\@CheMed123_86.jpg
CheMed,@CheMed123,85,"⚠️Notice!
Dear esteemed customers,
Due to four-days motorbike movement restrictions, we have limited our services to matchmaking,drug information and medical consultation only.

N.B. 
🔅We will make deliveries for whom the medications are urgent.
🔅You can book deliveries starting from Friday, Jan 20.",2023-01-16 09:26:09+00:00,photos\@CheMed123_85.jpg
CheMed,@CheMed123,82,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!",2023-01-13 12:48:47+00:00,photos\@CheMed123_82.jpg
CheMed,@CheMed123,81,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!",2023-01-13 09:44:14+00:00,photos\@CheMed123_81.jpg
CheMed,@CheMed123,80,"ስለ Nature Made Vitamin supplement tiktok ላይ እንንገርዎ።

ለማየት፡ https://vm.tiktok.com/ZMFw4DarV/

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",2023-01-06 16:06:21+00:00,photos\@CheMed123_80.jpg
CheMed,@CheMed123,79,"🎄Che-Med ለመላው ክርስትያን ቤተሰቦቻችን መልካም የገና በዓል እንዲሆንልዎ ይመኛል።

መልካም በዓል!!",2023-01-06 09:31:17+00:00,photos\@CheMed123_79.jpg
CheMed,@CheMed123,78,,2023-01-06 06:05:01+00:00,photos\@CheMed123_78.jpg
CheMed,@CheMed123,77,"Nature Made Vitamin supplements

Che-Med በደምበኞቻችን ፍላጎት መሰረት Nature made vitamin supplement ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!",2023-01-04 05:58:02+00:00,photos\@CheMed123_77.jpg
CheMed,@CheMed123,76,"በwww.chemeds.org መድሃኒትዎን የሚያዙበትን መንገድ የሚያሳይ tiktok ቪዲዮ።

👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFTkBoWk/",2023-01-03 17:49:48+00:00,photos\@CheMed123_76.jpg
